<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RU000A0JXN21;1;20190124;175700;98.5900000;98.5900000;98.5900000;98.5900000;3
RU000A0JXN21;1;20190124;182200;98.5900000;98.6500000;98.5900000;98.6500000;1480
RU000A0JXN21;1;20190125;100000;98.7000000;98.7000000;98.7000000;98.7000000;5
RU000A0JXN21;1;20190125;112900;98.6900000;98.6900000;98.6900000;98.6900000;4
RU000A0JXN21;1;20190125;114400;98.6900000;98.6900000;98.6900000;98.6900000;1
RU000A0JXN21;1;20190125;122100;98.6900000;98.6900000;98.6900000;98.6900000;365
RU000A0JXN21;1;20190125;123000;98.6900000;98.6900000;98.6900000;98.6900000;42
RU000A0JXN21;1;20190125;123300;98.6900000;98.6900000;98.6900000;98.6900000;300
RU000A0JXN21;1;20190125;132900;98.6800000;98.7000000;98.6800000;98.7000000;1605
RU000A0JXN21;1;20190125;150600;98.6900000;98.6900000;98.6900000;98.6900000;14
RU000A0JXN21;1;20190125;162400;98.6500000;98.6500000;98.6500000;98.6500000;3
RU000A0JXN21;1;20190125;170700;98.6500000;98.6500000;98.6500000;98.6500000;50
RU000A0JXN21;1;20190125;171100;98.6500000;98.6500000;98.6500000;98.6500000;520
RU000A0JXN21;1;20190125;171200;98.6500000;98.6500000;98.6500000;98.6500000;89
RU000A0JXN21;1;20190125;171700;98.6500000;98.6500000;98.6500000;98.6500000;1
RU000A0JXN21;1;20190125;172700;98.6500000;98.6500000;98.6500000;98.6500000;3
RU000A0JXN21;1;20190125;174200;98.6400000;98.6400000;98.6400000;98.6400000;16
RU000A0JXN21;1;20190125;175600;98.6500000;98.6500000;98.6500000;98.6500000;5
RU000A0JXN21;1;20190125;181000;98.6400000;98.6400000;98.6400000;98.6400000;10
RU000A0JXN21;1;20190125;181800;98.6500000;98.6500000;98.6500000;98.6500000;100
RU000A0JXN21;1;20190125;182700;98.6400000;98.6400000;98.6400000;98.6400000;10
RU000A0JXN21;1;20190128;104000;98.6500000;98.6500000;98.6500000;98.6500000;25
RU000A0JXN21;1;20190128;113800;98.6500000;98.6500000;98.6500000;98.6500000;1
RU000A0JXN21;1;20190128;114100;98.6000000;98.6000000;98.6000000;98.6000000;1
RU000A0JXN21;1;20190128;115400;98.6000000;98.6000000;98.6000000;98.6000000;35
RU000A0JXN21;1;20190128;120500;98.6000000;98.6000000;98.6000000;98.6000000;3
RU000A0JXN21;1;20190128;121500;98.6500000;98.6500000;98.6500000;98.6500000;30
RU000A0JXN21;1;20190128;121700;98.6500000;98.6500000;98.6500000;98.6500000;1
RU000A0JXN21;1;20190128;131400;98.6000000;98.6000000;98.6000000;98.6000000;2827
RU000A0JXN21;1;20190128;131800;98.6000000;98.6000000;98.6000000;98.6000000;10
RU000A0JXN21;1;20190128;133900;98.6000000;98.6000000;98.6000000;98.6000000;2
RU000A0JXN21;1;20190128;135700;98.5500000;98.5500000;98.5500000;98.5500000;30
RU000A0JXN21;1;20190128;140500;98.5000000;98.5000000;98.3100000;98.3100000;416
RU000A0JXN21;1;20190128;143000;98.5000000;98.5000000;98.5000000;98.5000000;200
RU000A0JXN21;1;20190128;154700;98.5000000;98.5000000;98.5000000;98.5000000;59
RU000A0JXN21;1;20190128;160800;98.5400000;98.6000000;98.5400000;98.6000000;3044
RU000A0JXN21;1;20190128;161100;98.6000000;98.6000000;98.6000000;98.6000000;951
RU000A0JXN21;1;20190128;164500;98.5000000;98.5000000;98.5000000;98.5000000;3441
RU000A0JXN21;1;20190128;170100;98.4500000;98.4500000;98.4100000;98.4100000;5
RU000A0JXN21;1;20190128;170400;98.4000000;98.4000000;98.4000000;98.4000000;50
RU000A0JXN21;1;20190128;171700;98.4000000;98.4000000;98.4000000;98.4000000;433
RU000A0JXN21;1;20190129;101500;98.4000000;98.4000000;98.4000000;98.4000000;5
RU000A0JXN21;1;20190129;101700;98.4000000;98.4000000;98.4000000;98.4000000;5
RU000A0JXN21;1;20190129;105400;98.2600000;98.2600000;98.2600000;98.2600000;2
RU000A0JXN21;1;20190129;105800;98.2500000;98.2500000;95.9000000;95.9000000;206
RU000A0JXN21;1;20190129;111700;98.6000000;98.6000000;98.6000000;98.6000000;99
RU000A0JXN21;1;20190129;115600;98.5000000;98.5000000;98.5000000;98.5000000;1
RU000A0JXN21;1;20190129;140700;98.5100000;98.5100000;98.5100000;98.5100000;5
RU000A0JXN21;1;20190129;163700;98.5800000;98.6000000;98.5800000;98.6000000;425
RU000A0JXN21;1;20190129;163900;98.6000000;98.6000000;98.6000000;98.6000000;3880
RU000A0JXN21;1;20190129;172500;98.6000000;98.6000000;98.6000000;98.6000000;45
RU000A0JXN21;1;20190129;173100;98.6000000;98.6000000;98.6000000;98.6000000;7
RU000A0JXN21;1;20190129;174400;98.5500000;98.5500000;98.5000000;98.5000000;37
RU000A0JXN21;1;20190129;183200;98.5000000;98.5000000;98.5000000;98.5000000;10
RU000A0JXN21;1;20190130;101800;98.6400000;98.6400000;98.6400000;98.6400000;1
RU000A0JXN21;1;20190130;102000;98.6400000;98.6400000;98.6400000;98.6400000;9
RU000A0JXN21;1;20190130;110100;98.6400000;98.6400000;98.6400000;98.6400000;34
RU000A0JXN21;1;20190130;110200;98.6400000;98.6400000;98.6400000;98.6400000;11
RU000A0JXN21;1;20190130;111000;98.6500000;98.6500000;98.6500000;98.6500000;2
RU000A0JXN21;1;20190130;123300;98.5500000;98.5500000;98.4000000;98.4000000;50
RU000A0JXN21;1;20190130;143900;98.6300000;98.6300000;98.6300000;98.6300000;1
RU000A0JXN21;1;20190131;100900;98.6100000;98.6100000;98.6100000;98.6100000;4
RU000A0JXN21;1;20190131;115300;98.6000000;98.6000000;98.6000000;98.6000000;18
RU000A0JXN21;1;20190131;115700;98.6000000;98.6000000;98.6000000;98.6000000;1
RU000A0JXN21;1;20190131;120500;98.5000000;98.5000000;98.5000000;98.5000000;18
RU000A0JXN21;1;20190131;122900;98.5900000;98.5900000;98.5900000;98.5900000;1
RU000A0JXN21;1;20190131;125800;98.5100000;98.5100000;98.5100000;98.5100000;10
RU000A0JXN21;1;20190131;153600;98.5900000;98.6800000;98.5900000;98.6800000;726
RU000A0JXN21;1;20190131;163600;98.5200000;98.5200000;98.5000000;98.5000000;500
RU000A0JXN21;1;20190131;175200;98.5000000;98.5000000;98.5000000;98.5000000;40
RU000A0JXN21;1;20190201;115200;98.6400000;98.6400000;98.6400000;98.6400000;3
RU000A0JXN21;1;20190201;121200;98.5100000;98.5100000;98.5000000;98.5000000;150
RU000A0JXN21;1;20190201;122500;98.6400000;98.6400000;98.6400000;98.6400000;3
RU000A0JXN21;1;20190201;123900;98.6500000;98.6500000;98.6500000;98.6500000;2
RU000A0JXN21;1;20190201;142100;98.6900000;98.7000000;98.6900000;98.7000000;184
RU000A0JXN21;1;20190201;143000;98.7000000;98.7000000;98.7000000;98.7000000;3
RU000A0JXN21;1;20190201;143200;98.5100000;98.5100000;98.5000000;98.5000000;25
RU000A0JXN21;1;20190201;161500;98.5900000;98.5900000;98.5900000;98.5900000;3
