<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
RU000A0JXN21;0;20190121;130946;98.360000000;2
RU000A0JXN21;0;20190121;132638;98.350000000;1
RU000A0JXN21;0;20190121;141357;98.350000000;1
RU000A0JXN21;0;20190121;142701;98.360000000;3
RU000A0JXN21;0;20190121;142858;98.350000000;3
RU000A0JXN21;0;20190121;143517;98.350000000;30
RU000A0JXN21;0;20190121;144026;98.350000000;164
RU000A0JXN21;0;20190121;145926;98.360000000;2
RU000A0JXN21;0;20190121;150523;98.360000000;10
RU000A0JXN21;0;20190121;150655;98.360000000;20
RU000A0JXN21;0;20190121;152232;98.350000000;2
RU000A0JXN21;0;20190121;152315;98.350000000;1
RU000A0JXN21;0;20190121;152535;98.360000000;2
RU000A0JXN21;0;20190121;153400;98.350000000;2
RU000A0JXN21;0;20190121;154106;98.360000000;2
RU000A0JXN21;0;20190121;154237;98.350000000;2
RU000A0JXN21;0;20190121;155113;98.360000000;2
RU000A0JXN21;0;20190121;160001;98.350000000;18
RU000A0JXN21;0;20190121;160001;98.350000000;20
RU000A0JXN21;0;20190121;160001;98.300000000;30
RU000A0JXN21;0;20190121;160001;98.300000000;1
RU000A0JXN21;0;20190121;160556;97.920000000;3
RU000A0JXN21;0;20190121;160556;97.910000000;10
RU000A0JXN21;0;20190121;160556;97.800000000;9
RU000A0JXN21;0;20190121;160556;97.790000000;33
RU000A0JXN21;0;20190121;161211;98.350000000;2
RU000A0JXN21;0;20190121;161211;98.350000000;3
RU000A0JXN21;0;20190121;161404;98.010000000;3
RU000A0JXN21;0;20190121;162658;98.000000000;2
RU000A0JXN21;0;20190121;162659;98.000000000;1
RU000A0JXN21;0;20190121;162849;98.010000000;1
RU000A0JXN21;0;20190121;174933;98.350000000;4
RU000A0JXN21;0;20190121;182215;98.350000000;730
RU000A0JXN21;0;20190121;182313;98.350000000;94
RU000A0JXN21;0;20190122;105201;98.690000000;10
RU000A0JXN21;0;20190122;105207;98.690000000;1
RU000A0JXN21;0;20190122;105207;98.690000000;9
RU000A0JXN21;0;20190122;105916;98.600000000;1
RU000A0JXN21;0;20190122;105924;98.600000000;1
RU000A0JXN21;0;20190122;105928;98.600000000;1
RU000A0JXN21;0;20190122;105931;98.600000000;1
RU000A0JXN21;0;20190122;105939;98.600000000;1
RU000A0JXN21;0;20190122;105944;98.600000000;1
RU000A0JXN21;0;20190122;105951;98.600000000;1
RU000A0JXN21;0;20190122;105955;98.600000000;1
RU000A0JXN21;0;20190122;105959;98.600000000;1
RU000A0JXN21;0;20190122;110005;98.600000000;1
RU000A0JXN21;0;20190122;110010;98.600000000;1
RU000A0JXN21;0;20190122;113128;98.610000000;3
RU000A0JXN21;0;20190122;113128;98.600000000;21
RU000A0JXN21;0;20190122;113128;98.600000000;5
RU000A0JXN21;0;20190122;122125;98.590000000;2
RU000A0JXN21;0;20190122;133146;98.590000000;1
RU000A0JXN21;0;20190122;133238;98.600000000;7
RU000A0JXN21;0;20190122;150526;98.410000000;2
RU000A0JXN21;0;20190122;150527;98.400000000;7
RU000A0JXN21;0;20190122;150527;98.400000000;30
RU000A0JXN21;0;20190122;160411;98.590000000;2
RU000A0JXN21;0;20190122;160411;98.600000000;98
RU000A0JXN21;0;20190122;172347;98.500000000;615
RU000A0JXN21;0;20190122;175845;98.420000000;1
RU000A0JXN21;0;20190123;100826;98.690000000;1
RU000A0JXN21;0;20190123;101551;98.430000000;3
RU000A0JXN21;0;20190123;101551;98.430000000;3
RU000A0JXN21;0;20190123;101639;98.430000000;4
RU000A0JXN21;0;20190123;101639;98.430000000;16
RU000A0JXN21;0;20190123;101716;98.420000000;3
RU000A0JXN21;0;20190123;102443;98.430000000;3
RU000A0JXN21;0;20190123;102504;98.430000000;20
RU000A0JXN21;0;20190123;102703;98.490000000;3
RU000A0JXN21;0;20190123;102734;98.500000000;5
RU000A0JXN21;0;20190123;105011;98.500000000;10
RU000A0JXN21;0;20190123;105231;98.500000000;253
RU000A0JXN21;0;20190123;112517;98.500000000;30
RU000A0JXN21;0;20190123;113922;98.500000000;3
RU000A0JXN21;0;20190123;114300;98.500000000;30
RU000A0JXN21;0;20190123;114509;98.490000000;3
RU000A0JXN21;0;20190123;114727;98.500000000;3
RU000A0JXN21;0;20190123;114951;98.500000000;3000
RU000A0JXN21;0;20190123;115308;98.490000000;3
RU000A0JXN21;0;20190123;115754;98.500000000;3
RU000A0JXN21;0;20190123;115917;98.490000000;3
RU000A0JXN21;0;20190123;120141;98.500000000;3
RU000A0JXN21;0;20190123;121946;98.490000000;41
RU000A0JXN21;0;20190123;121946;98.490000000;68
RU000A0JXN21;0;20190123;123514;98.480000000;3
RU000A0JXN21;0;20190123;123514;98.490000000;47
RU000A0JXN21;0;20190123;124050;98.490000000;3
RU000A0JXN21;0;20190123;124206;98.480000000;3
RU000A0JXN21;0;20190123;124402;98.490000000;3
RU000A0JXN21;0;20190123;124810;98.490000000;134
RU000A0JXN21;0;20190123;124810;98.490000000;100
RU000A0JXN21;0;20190123;124810;98.500000000;156
RU000A0JXN21;0;20190123;124847;98.500000000;10
RU000A0JXN21;0;20190123;125005;98.500000000;10
