<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RU000A100V79;1;20190925;174400;100.0900000;100.0900000;100.0900000;100.0900000;300
RU000A100V79;1;20190925;174500;100.0600000;100.0600000;100.0500000;100.0500000;842
RU000A100V79;1;20190925;174600;100.0200000;100.0200000;100.0200000;100.0200000;79
RU000A100V79;1;20190925;174900;100.0500000;100.0500000;100.0500000;100.0500000;97
RU000A100V79;1;20190925;175500;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190925;175800;100.0900000;100.0900000;100.0900000;100.0900000;20
RU000A100V79;1;20190925;180100;100.0900000;100.0900000;100.0900000;100.0900000;155
RU000A100V79;1;20190925;180700;100.0400000;100.0400000;100.0300000;100.0300000;2900
RU000A100V79;1;20190925;180800;100.0300000;100.0300000;100.0300000;100.0300000;1
RU000A100V79;1;20190925;181100;100.0900000;100.0900000;100.0900000;100.0900000;11
RU000A100V79;1;20190925;181200;100.0900000;100.0900000;100.0900000;100.0900000;399
RU000A100V79;1;20190925;181800;100.0900000;100.0900000;100.0900000;100.0900000;80
RU000A100V79;1;20190925;181900;100.0800000;100.1000000;100.0800000;100.1000000;40000
RU000A100V79;1;20190925;182200;100.1000000;100.1000000;100.1000000;100.1000000;507
RU000A100V79;1;20190925;182700;100.1000000;100.1000000;100.1000000;100.1000000;100
RU000A100V79;1;20190925;182800;100.1000000;100.1000000;100.1000000;100.1000000;12883
RU000A100V79;1;20190925;183000;100.1500000;100.1500000;100.1500000;100.1500000;200
RU000A100V79;1;20190925;183100;100.1500000;100.1500000;100.1500000;100.1500000;1
RU000A100V79;1;20190925;183600;100.1500000;100.1500000;100.1500000;100.1500000;1142
RU000A100V79;1;20190925;184300;100.1500000;100.1500000;100.1500000;100.1500000;1
RU000A100V79;1;20190926;100100;100.1000000;100.1000000;100.1000000;100.1000000;19
RU000A100V79;1;20190926;100200;100.1000000;100.1000000;100.1000000;100.1000000;78
RU000A100V79;1;20190926;100300;100.1000000;100.1000000;100.1000000;100.1000000;920
RU000A100V79;1;20190926;100400;100.1000000;100.1000000;100.1000000;100.1000000;17
RU000A100V79;1;20190926;100500;100.1000000;100.1000000;100.1000000;100.1000000;15
RU000A100V79;1;20190926;100600;100.0900000;100.0900000;100.0900000;100.0900000;10
RU000A100V79;1;20190926;100700;100.0800000;100.0800000;100.0800000;100.0800000;9
RU000A100V79;1;20190926;100800;100.0900000;100.0900000;100.0900000;100.0900000;20
RU000A100V79;1;20190926;100900;100.0800000;100.0800000;100.0800000;100.0800000;1
RU000A100V79;1;20190926;101000;100.0800000;100.0800000;100.0800000;100.0800000;450
RU000A100V79;1;20190926;101100;100.0800000;100.0800000;100.0800000;100.0800000;120
RU000A100V79;1;20190926;101200;100.0800000;100.0800000;100.0800000;100.0800000;411
RU000A100V79;1;20190926;101300;100.0800000;100.0900000;100.0800000;100.0900000;1791
RU000A100V79;1;20190926;101400;100.0900000;100.0900000;100.0900000;100.0900000;30
RU000A100V79;1;20190926;101500;100.0900000;100.0900000;100.0900000;100.0900000;500
RU000A100V79;1;20190926;101600;100.0900000;100.0900000;100.0900000;100.0900000;225
RU000A100V79;1;20190926;101900;100.0900000;100.0900000;100.0900000;100.0900000;8
RU000A100V79;1;20190926;102000;100.0900000;100.0900000;100.0900000;100.0900000;7050
RU000A100V79;1;20190926;102100;100.0900000;100.0900000;100.0900000;100.0900000;524
RU000A100V79;1;20190926;102200;100.0900000;100.0900000;100.0900000;100.0900000;6
RU000A100V79;1;20190926;102300;100.0900000;100.0900000;100.0900000;100.0900000;10
RU000A100V79;1;20190926;102500;100.0900000;100.0900000;100.0900000;100.0900000;3
RU000A100V79;1;20190926;102600;100.0900000;100.0900000;100.0900000;100.0900000;3005
RU000A100V79;1;20190926;102800;100.0900000;100.0900000;100.0900000;100.0900000;10
RU000A100V79;1;20190926;103100;100.0900000;100.0900000;100.0900000;100.0900000;200
RU000A100V79;1;20190926;103200;100.0900000;100.0900000;100.0900000;100.0900000;10
RU000A100V79;1;20190926;103300;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190926;103800;100.0900000;100.0900000;100.0900000;100.0900000;1202
RU000A100V79;1;20190926;104000;100.0900000;100.0900000;100.0900000;100.0900000;16
RU000A100V79;1;20190926;104100;100.0900000;100.0900000;100.0900000;100.0900000;230
RU000A100V79;1;20190926;104300;100.1000000;100.1000000;100.1000000;100.1000000;299
RU000A100V79;1;20190926;104400;100.1000000;100.1000000;100.1000000;100.1000000;152
RU000A100V79;1;20190926;104600;100.1000000;100.1000000;100.1000000;100.1000000;15
RU000A100V79;1;20190926;104700;100.1000000;100.1000000;100.1000000;100.1000000;140
RU000A100V79;1;20190926;104900;100.1000000;100.1000000;100.1000000;100.1000000;50
RU000A100V79;1;20190926;105000;100.0800000;100.0800000;100.0800000;100.0800000;199
RU000A100V79;1;20190926;105600;100.0900000;100.1000000;100.0900000;100.1000000;249
RU000A100V79;1;20190926;105700;100.1000000;100.1000000;100.1000000;100.1000000;10
RU000A100V79;1;20190926;105800;100.1000000;100.1000000;100.1000000;100.1000000;300
RU000A100V79;1;20190926;110200;100.0900000;100.1000000;100.0900000;100.1000000;3400
RU000A100V79;1;20190926;111200;100.0900000;100.0900000;100.0900000;100.0900000;100
RU000A100V79;1;20190926;111600;100.0900000;100.0900000;100.0900000;100.0900000;50
RU000A100V79;1;20190926;112500;100.0900000;100.0900000;100.0900000;100.0900000;50
RU000A100V79;1;20190926;112900;100.1000000;100.1000000;100.1000000;100.1000000;5
RU000A100V79;1;20190926;113100;100.0900000;100.0900000;100.0500000;100.0500000;15440
RU000A100V79;1;20190926;113200;100.0500000;100.0500000;100.0500000;100.0500000;55
RU000A100V79;1;20190926;113300;100.0500000;100.0500000;100.0500000;100.0500000;103
RU000A100V79;1;20190926;113600;100.0500000;100.0500000;100.0500000;100.0500000;17
RU000A100V79;1;20190926;113900;100.0500000;100.0500000;100.0500000;100.0500000;102
RU000A100V79;1;20190926;115300;100.0500000;100.0500000;100.0500000;100.0500000;63
RU000A100V79;1;20190926;115400;100.0400000;100.0400000;100.0400000;100.0400000;200
RU000A100V79;1;20190926;120100;100.0400000;100.0400000;100.0400000;100.0400000;10
RU000A100V79;1;20190926;120900;100.0400000;100.0400000;100.0400000;100.0400000;25
RU000A100V79;1;20190926;121200;100.0400000;100.0400000;100.0400000;100.0400000;30
RU000A100V79;1;20190926;121300;100.0400000;100.0400000;100.0400000;100.0400000;8
RU000A100V79;1;20190926;121400;100.0400000;100.0400000;100.0400000;100.0400000;40
RU000A100V79;1;20190926;121600;100.0400000;100.0400000;100.0400000;100.0400000;8
RU000A100V79;1;20190926;121800;100.0400000;100.0400000;100.0400000;100.0400000;241
RU000A100V79;1;20190926;122100;100.0400000;100.0400000;100.0400000;100.0400000;15
RU000A100V79;1;20190926;122200;100.0400000;100.0400000;100.0400000;100.0400000;6
RU000A100V79;1;20190926;122700;100.0400000;100.0400000;100.0400000;100.0400000;5
RU000A100V79;1;20190926;123200;100.0400000;100.0400000;100.0400000;100.0400000;2
RU000A100V79;1;20190926;123400;100.0400000;100.0400000;100.0400000;100.0400000;2
RU000A100V79;1;20190926;123800;100.0400000;100.0400000;100.0400000;100.0400000;100
RU000A100V79;1;20190926;124000;100.0400000;100.0400000;100.0400000;100.0400000;5
RU000A100V79;1;20190926;124100;100.0400000;100.0400000;100.0400000;100.0400000;1
RU000A100V79;1;20190926;125000;100.0400000;100.0400000;100.0400000;100.0400000;12
RU000A100V79;1;20190926;125100;100.0400000;100.0400000;100.0400000;100.0400000;12
RU000A100V79;1;20190926;125300;100.0400000;100.0400000;100.0400000;100.0400000;2
RU000A100V79;1;20190926;130800;100.0400000;100.0400000;100.0400000;100.0400000;300
RU000A100V79;1;20190926;131700;100.0400000;100.0400000;100.0400000;100.0400000;50
RU000A100V79;1;20190926;131800;100.0400000;100.0400000;100.0400000;100.0400000;100
RU000A100V79;1;20190926;132000;100.0400000;100.0400000;100.0400000;100.0400000;40
RU000A100V79;1;20190926;132800;100.0400000;100.0400000;100.0400000;100.0400000;5
RU000A100V79;1;20190926;134400;100.0400000;100.0400000;100.0400000;100.0400000;199
RU000A100V79;1;20190926;134500;100.0400000;100.0400000;100.0400000;100.0400000;30
RU000A100V79;1;20190926;134600;100.0400000;100.0400000;100.0400000;100.0400000;200
RU000A100V79;1;20190926;135800;100.0400000;100.0400000;100.0400000;100.0400000;152
RU000A100V79;1;20190926;135900;100.0500000;100.0500000;100.0500000;100.0500000;3700
RU000A100V79;1;20190926;140000;100.0500000;100.0500000;100.0500000;100.0500000;3705
RU000A100V79;1;20190926;141200;100.0500000;100.0500000;100.0500000;100.0500000;2
RU000A100V79;1;20190926;141800;100.0500000;100.0500000;100.0500000;100.0500000;150
