<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
RU000A0JXQ93;0;20190111;183004;104.390000000;878
RU000A0JXQ93;0;20190111;183953;104.390000000;1
RU000A0JXQ93;0;20190111;184001;104.390000000;1
RU000A0JXQ93;0;20190111;184117;104.390000000;1
RU000A0JXQ93;0;20190111;184123;104.390000000;1
RU000A0JXQ93;0;20190111;184202;104.390000000;1
RU000A0JXQ93;0;20190111;184236;104.390000000;1
RU000A0JXQ93;0;20190114;101034;104.030000000;1
RU000A0JXQ93;0;20190114;101201;104.020000000;1
RU000A0JXQ93;0;20190114;102201;104.030000000;9
RU000A0JXQ93;0;20190114;110229;104.340000000;1
RU000A0JXQ93;0;20190114;114728;104.340000000;4
RU000A0JXQ93;0;20190114;114728;104.380000000;14
RU000A0JXQ93;0;20190114;114728;104.380000000;10
RU000A0JXQ93;0;20190114;114728;104.390000000;20
RU000A0JXQ93;0;20190114;114728;104.400000000;2
RU000A0JXQ93;0;20190114;123114;104.330000000;10
RU000A0JXQ93;0;20190114;124417;104.390000000;1
RU000A0JXQ93;0;20190114;124451;104.400000000;1
RU000A0JXQ93;0;20190114;130937;104.400000000;5
RU000A0JXQ93;0;20190114;130937;104.440000000;2
RU000A0JXQ93;0;20190114;135334;104.480000000;9
RU000A0JXQ93;0;20190114;135608;104.360000000;10
RU000A0JXQ93;0;20190114;140447;104.470000000;2
RU000A0JXQ93;0;20190114;142108;104.470000000;1
RU000A0JXQ93;0;20190114;143951;104.480000000;11
RU000A0JXQ93;0;20190114;143951;104.490000000;12
RU000A0JXQ93;0;20190114;144804;104.440000000;3
RU000A0JXQ93;0;20190114;144804;104.400000000;10
RU000A0JXQ93;0;20190114;144804;104.330000000;1
RU000A0JXQ93;0;20190114;144804;104.320000000;15
RU000A0JXQ93;0;20190114;144837;104.060000000;43
RU000A0JXQ93;0;20190114;144857;104.050000000;8
RU000A0JXQ93;0;20190114;144857;104.030000000;10
RU000A0JXQ93;0;20190114;144857;104.020000000;10
RU000A0JXQ93;0;20190114;171347;104.280000000;1
RU000A0JXQ93;0;20190114;171534;104.280000000;7
RU000A0JXQ93;0;20190114;172904;104.480000000;50
RU000A0JXQ93;0;20190114;172904;104.490000000;230
RU000A0JXQ93;0;20190115;101725;104.400000000;40
RU000A0JXQ93;0;20190115;101800;104.480000000;5
RU000A0JXQ93;0;20190115;102802;104.390000000;15
RU000A0JXQ93;0;20190115;112625;104.390000000;5
